distance,image_a,image_b,sha256_a,sha256_b,exact_duplicate,dataset_a,dataset_b,subset_a,subset_b,crop_a,crop_b
0,datasets\raw\Cotton\bacterial_blight\bact301.jpg,datasets\raw\Cotton\bacterial_blight\bact306.jpg,76df0e0316a920a750e6a9accdb3e96d69e1330fd4e0dd28f6ec079770e3c8ab,3071c81d844288b36b0d2d712a4bf1c4aa703c4772e5747603570d74e37aecf5,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact317.jpg,datasets\raw\Cotton\bacterial_blight\bact321.jpg,bc3b4b4c32fb40ef394b1eaa0886090cdfbb3457a80fb11c72b53a4d83706e79,eb182dc19dc01ef830c1cfba57921b5edfd6ee62584acb4373b98d73fa2d6ed8,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact325.jpg,datasets\raw\Cotton\bacterial_blight\bact330.jpg,9a388412acc6b6aa6f13a30098b73b9b1507b02ba5a2eee192236371bff2229d,97d5c89a86b5ce271b6c4feaa5bf921b5a181daefdedd89edf9a84ed8907820f,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact331.jpg,datasets\raw\Cotton\bacterial_blight\bact335.jpg,062e5d0f158e79df6d3ce981ed266ffd30589523adf0384f45d217eb34762f1d,ea6b0d096d5fdb340731f28ff6abd04a26a64b5b383b3d1972c17166dc2ccacb,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact333.jpg,datasets\raw\Cotton\bacterial_blight\bact337.jpg,ff7981b5ae624eca437908bf9bb49088558ac86704caa5edd57e15689e30b00e,11c19c15fc2db3b6285b97b15a38f3824def38db7bdd1f22047ceecb459dc3a4,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact334.jpg,datasets\raw\Cotton\bacterial_blight\bact338.jpg,4d17a752a335223241e21a14637c43219eadf3f9590ccb17b846c946e52f8f2e,ead42bf01018d6702ba1100d0084c2c0c8aad95170f957ac8f5e54a6e03deecb,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact339.jpg,datasets\raw\Cotton\bacterial_blight\bact343.jpg,12b38d072a9cdea5bd3f97b35cf926bade794841eacba414c0581660302b7dde,d75bd4919250feaa243ebedfcd0a9cf61c30301aafd30a29776c490138ac399b,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact340.jpg,datasets\raw\Cotton\bacterial_blight\bact344.jpg,e83e58afd22293f7f320f8227d639de720b623741478457a2150dcf57d365cda,1a87dd5336515d056619631e075137fd36192e2b989a2a9ff34f061d70f07586,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact356.jpg,datasets\raw\Cotton\bacterial_blight\bact360.jpg,089c9d3845b39ac11b6a377503706868a1f7ed53a03eab2da5d651c1411d4bd9,011ec7376fbcb19b829c79313ddf1b67f3f1ad6b7bc43e27a75451d31fe9a4ff,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact362.jpg,datasets\raw\Cotton\bacterial_blight\bact366.jpg,460c7e6dfcee0541d7a7bf08545d3fbcffc0cb16eb818a98364ec30bf8686442,8eb9dd442f1ba1b5f95934cdf2797de059a7c65fabd843e10240f6fe9326faf6,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact369.jpg,datasets\raw\Cotton\bacterial_blight\bact373.jpg,8ddcf85d977395e635c60efa721dbdadf27085c4b9bcedc3012a7ee28d20678d,2d7adfd540dc164b67b1c031d8e15132f0a7ace1611b1312316c9f09bebbc78b,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact370.jpg,datasets\raw\Cotton\bacterial_blight\bact374.jpg,c8d91a1d875eaa9400cd51ad8c313cbe9fc443861e8cb214eec175feea1ad516,cb03a13dd86d175cd353a0add81c68c18b22100f2ddc2b2bd2810b28c354e755,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact371.jpg,datasets\raw\Cotton\bacterial_blight\bact375.jpg,0d2cd16ef176d5f5deda4b8a81971a2ae3496e3703d39a0a66f05ff3761df439,3a8d0b721edbe9ff00e3e0fc3cc40922e20f087473653c174d86153b84b0df76,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact372.jpg,datasets\raw\Cotton\bacterial_blight\bact376.jpg,505421d1799695e4406e49fa56f87f2ec744ce4c4e2a180f082abfa7edd95191,a49dc9bde9115dfe28b6bce406e8961a869b47992b2166b2d973f213ba6974f2,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact378.png,datasets\raw\Cotton\bacterial_blight\bact382.png,9df724543a5c2d58edb6b539f3a92296636ffcbdad42ed74949e317df515da53,f477a725c01c4823a23eecdcffda8bfecfd54668d15d75e59b2a196c308d12bd,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact379.png,datasets\raw\Cotton\bacterial_blight\bact383.png,e84947b8dbcd64fb1c68d324c78ab7e0cd32c2dddc0abfc480dc5dc7d4293cc2,c556947576796fd9ac540f7439ac2c9fb210aea04aade30b55a4441ee3381437,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact386.jpg,datasets\raw\Cotton\bacterial_blight\bact390.jpg,42aa341ca88ee4ade13cf196a58f0abab42113c018c4f48cbd6abe398022fdc3,d6d9107028ece4c3bf5b611a941ee7152efd37db6d216c5964e9d0507bb1857a,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact395.png,datasets\raw\Cotton\bacterial_blight\bact396.png,6f6301b66ee0f388349eb5790cdc162d97036e8dd466d40c04a4d9c601cca895,6f6301b66ee0f388349eb5790cdc162d97036e8dd466d40c04a4d9c601cca895,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact397.png,datasets\raw\Cotton\bacterial_blight\bact401.png,1b9135a85de4b2b0440a97ca10efcccfe90410b312a00d6aec9ef833077bb167,6ebc79f325c7fa7c99cc367c83907d2ae38ca82725089c0b219aea416e1620e3,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact399.png,datasets\raw\Cotton\bacterial_blight\bact403.png,c63a495cc5120e2ea1dd2be339a9aa530ef2ae4bccf3719af793a389427d1427,5d2aa40c6995e68b2068e2c826b29e67c61b662e6263a7d578acd0967f847aa5,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact407.jpg,datasets\raw\Cotton\bacterial_blight\bact411.jpg,ecc9583bf5b0dc9455bac5b6e10b1c5cb4252b01da41d193e0c5222a991e74d8,d443ed006586bf95dcc7ca952d5c2265d340a84d652730e91cfc6a5a533a219d,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact429.jpg,datasets\raw\Cotton\bacterial_blight\bact433.jpg,bc7f97fe50e642dd8e83bf0d9036bc42acca139930baa6ec7610eae3726a554f,12ab9f57331ea367f37b6cc09c50d31de9811456d103592637961b0c11d8a220,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact439.jpg,datasets\raw\Cotton\bacterial_blight\bb - Copy.jpg,9dd9334a8e3486c8e10f593a86993f76cd000045f54a495900b5711d7a74bc74,9dd9334a8e3486c8e10f593a86993f76cd000045f54a495900b5711d7a74bc74,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact439.jpg,datasets\raw\Cotton\bacterial_blight\bb.jpg,9dd9334a8e3486c8e10f593a86993f76cd000045f54a495900b5711d7a74bc74,9dd9334a8e3486c8e10f593a86993f76cd000045f54a495900b5711d7a74bc74,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bb - Copy.jpg,datasets\raw\Cotton\bacterial_blight\bb.jpg,9dd9334a8e3486c8e10f593a86993f76cd000045f54a495900b5711d7a74bc74,9dd9334a8e3486c8e10f593a86993f76cd000045f54a495900b5711d7a74bc74,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact447 - Copy.jpg,datasets\raw\Cotton\bacterial_blight\bact447.jpg,b7e10387a9d1f36062e3b57578db129614cccf32d9dbcd0c6726da3e1dc8d614,b7e10387a9d1f36062e3b57578db129614cccf32d9dbcd0c6726da3e1dc8d614,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact443.jpg,datasets\raw\Cotton\bacterial_blight\bact445.jpg,4fcf070714ffbe15a99cdeb05b4a346a72154b535580b26e0ccb99d5eca592fa,4fcf070714ffbe15a99cdeb05b4a346a72154b535580b26e0ccb99d5eca592fa,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact45.png,datasets\raw\Cotton\bacterial_blight\bact50.png,aa3e9de79a0fcf0b9ab5065381a2b48c05c5176e84d56790ef2affb939207eec,d521e1ddd3fffc8aed7403ab0b992f770b5cf669553df07119c8f21b7f841cb7,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact46.png,datasets\raw\Cotton\bacterial_blight\bact51.png,2e871250b352279a7537f483d2d4bc9a3f26be78d6850ba24d3374facdace8d4,cdf07213f0bd259963e62e17f83f3b00b800efed054dda365ac8c3173a266d02,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact48.png,datasets\raw\Cotton\bacterial_blight\bact49.png,3c6129cb16cec3953ee2367a4e62a3c0804134fc41712a28351567c5d0be67b1,66077366be29b02edf00ce126152b383f53a7db701439e7808346b35bdb032cb,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact55.jpg,datasets\raw\Cotton\bacterial_blight\bact60.jpg,36c25b18f1c4c4061d3db78202497f3134ec22ba3efb9e8376ba246e635737d2,251a797f7e11e6b2afbfd988dd5959f973b565170ecc1cfb074791134004fb41,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact56.jpg,datasets\raw\Cotton\bacterial_blight\bact57.jpg,16bddb262701d38459fa17adac0c2aba29a7c4e2e180df52ffe1a598bf191cbf,2e4042b7a0eb3915059eb02f79b52713ed30d775ae658d44a4a6d5b279d1a5d6,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact61.jpg,datasets\raw\Cotton\bacterial_blight\bact66.jpg,de9fc43b84aaf0107cb512cca0c0760f9de1193fd2067b1441b386f1738f80ba,be3da91f8616f2e3e4482d0e12e76b49c65305e2ab084cc7439d3dfe3c93c92c,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact63.jpg,datasets\raw\Cotton\bacterial_blight\bact68.jpg,216dc3865ffec9cc59d8670c8285e99219b7e544166cfb122c9a1e45e1bf7001,c7a747e43dced6342cb53d9cc3005b1ebc65dc3d219643e6726217c1d538f606,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact77.jpg,datasets\raw\Cotton\bacterial_blight\bact82.jpg,78eefd512d4a0838261112ee8406f4e46da3efb37e34f5e96bb7294edd154497,b5d4d32fa560176c1ca9f6d7907a4358df5b8ceddca1c2c65229c7bc25952c16,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact81.jpg,datasets\raw\Cotton\bacterial_blight\bact85.jpg,fad7e9bc68bc082f19686a9b849daa8296f6fd9f51e015d1820bf7c3ffed1e0c,fad7e9bc68bc082f19686a9b849daa8296f6fd9f51e015d1820bf7c3ffed1e0c,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact86.jpg,datasets\raw\Cotton\bacterial_blight\bact90.jpg,5e19b579c93dfafd22f8fe1a241d2fb3f618324639613ceaade5970d11025668,737bf8a7a3c76c4b5877c69817f6b0c06c2b14f67ff0c67b4f8e1925935e44ba,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\bacterial_blight\bact87.jpg,datasets\raw\Cotton\bacterial_blight\bact91.jpg,779d7fdf3e1d518a658f549d1cf0e18aff075ec6b5cc604e37f9b7ae69295c1a,0c09bc7a92bb389433742506f868972aa221a96770cb8b21d56d020a96b8e857,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\cotton-leaf-curl-virus-cotton-1595427323.jpg,datasets\raw\Cotton\curl_virus\curl327.jpg,c862c5378aafb52ba99a2b79a639e019f65e4c44ba4ee31b092c244e419d8058,017d85a5959147745d7cbae963fdc66d71f08e45b318d3ab453d234bc0e3b0de,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\cotton-leaf-curl-virus-cotton-1595427323.jpg,datasets\raw\Cotton\curl_virus\curl387.jpg,c862c5378aafb52ba99a2b79a639e019f65e4c44ba4ee31b092c244e419d8058,c862c5378aafb52ba99a2b79a639e019f65e4c44ba4ee31b092c244e419d8058,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl327.jpg,datasets\raw\Cotton\curl_virus\curl387.jpg,017d85a5959147745d7cbae963fdc66d71f08e45b318d3ab453d234bc0e3b0de,c862c5378aafb52ba99a2b79a639e019f65e4c44ba4ee31b092c244e419d8058,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl331.jpg,datasets\raw\Cotton\curl_virus\curl391.jpg,96718d9f432c1fa2d5257190432c1ae7f603749d55696f770f413def29c6698d,9050313567dc0bd58cf5693ff18e8e1388f915ff8832cb504d971e8eff20ba95,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl0.jpg,datasets\raw\Cotton\curl_virus\curl310.jpg,473b613d4103cfa21661a499c858bf51b03a795e0f613746b935c21822268099,7c7b495e6d939b5b11020ba79dd78a9ca26121f5a4308909f8320020d57c0dba,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl0.jpg,datasets\raw\Cotton\curl_virus\curl45 - Copy.jpg,473b613d4103cfa21661a499c858bf51b03a795e0f613746b935c21822268099,473b613d4103cfa21661a499c858bf51b03a795e0f613746b935c21822268099,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl0.jpg,datasets\raw\Cotton\curl_virus\curl45.jpg,473b613d4103cfa21661a499c858bf51b03a795e0f613746b935c21822268099,473b613d4103cfa21661a499c858bf51b03a795e0f613746b935c21822268099,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl0.jpg,datasets\raw\Cotton\curl_virus\curl96.jpg,473b613d4103cfa21661a499c858bf51b03a795e0f613746b935c21822268099,0114ca66136bbed1ee61dd47d9cb7731a126a05bfc01e4e802e3a9e2c0008508,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl310.jpg,datasets\raw\Cotton\curl_virus\curl45 - Copy.jpg,7c7b495e6d939b5b11020ba79dd78a9ca26121f5a4308909f8320020d57c0dba,473b613d4103cfa21661a499c858bf51b03a795e0f613746b935c21822268099,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl310.jpg,datasets\raw\Cotton\curl_virus\curl45.jpg,7c7b495e6d939b5b11020ba79dd78a9ca26121f5a4308909f8320020d57c0dba,473b613d4103cfa21661a499c858bf51b03a795e0f613746b935c21822268099,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl310.jpg,datasets\raw\Cotton\curl_virus\curl96.jpg,7c7b495e6d939b5b11020ba79dd78a9ca26121f5a4308909f8320020d57c0dba,0114ca66136bbed1ee61dd47d9cb7731a126a05bfc01e4e802e3a9e2c0008508,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl45 - Copy.jpg,datasets\raw\Cotton\curl_virus\curl45.jpg,473b613d4103cfa21661a499c858bf51b03a795e0f613746b935c21822268099,473b613d4103cfa21661a499c858bf51b03a795e0f613746b935c21822268099,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl45 - Copy.jpg,datasets\raw\Cotton\curl_virus\curl96.jpg,473b613d4103cfa21661a499c858bf51b03a795e0f613746b935c21822268099,0114ca66136bbed1ee61dd47d9cb7731a126a05bfc01e4e802e3a9e2c0008508,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl45.jpg,datasets\raw\Cotton\curl_virus\curl96.jpg,473b613d4103cfa21661a499c858bf51b03a795e0f613746b935c21822268099,0114ca66136bbed1ee61dd47d9cb7731a126a05bfc01e4e802e3a9e2c0008508,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl00.jpg,datasets\raw\Cotton\curl_virus\curl123.jpg,5d3a8f514fa34e315f90621dd6f543e69ceed32f71d03cc5b436bfd7efce97c5,80e847a251332c887b53fbe05a89bea06d59fb2c557afa1e7318b4315e26e9b7,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl00.jpg,datasets\raw\Cotton\curl_virus\curl128.jpg,5d3a8f514fa34e315f90621dd6f543e69ceed32f71d03cc5b436bfd7efce97c5,576b2fadcc9a44e4224658b38ab180eea372c33b3c05ab80dd87a97613dec101,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl123.jpg,datasets\raw\Cotton\curl_virus\curl128.jpg,80e847a251332c887b53fbe05a89bea06d59fb2c557afa1e7318b4315e26e9b7,576b2fadcc9a44e4224658b38ab180eea372c33b3c05ab80dd87a97613dec101,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl1 (2).jpg,datasets\raw\Cotton\curl_virus\curl112.jpg,b6e16627c431fb5b7660f67d69e84ac5bacb973d9cd7134bbacf10825bf067cc,b6e16627c431fb5b7660f67d69e84ac5bacb973d9cd7134bbacf10825bf067cc,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl1 (2).jpg,datasets\raw\Cotton\curl_virus\curl113.jpg,b6e16627c431fb5b7660f67d69e84ac5bacb973d9cd7134bbacf10825bf067cc,a18459711dae1dd32cd84c530574ebdca8f13b7a0b90d1fd55aee3c0be0d9e99,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl1 (2).jpg,datasets\raw\Cotton\curl_virus\images.jpg,b6e16627c431fb5b7660f67d69e84ac5bacb973d9cd7134bbacf10825bf067cc,b6e16627c431fb5b7660f67d69e84ac5bacb973d9cd7134bbacf10825bf067cc,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl112.jpg,datasets\raw\Cotton\curl_virus\curl113.jpg,b6e16627c431fb5b7660f67d69e84ac5bacb973d9cd7134bbacf10825bf067cc,a18459711dae1dd32cd84c530574ebdca8f13b7a0b90d1fd55aee3c0be0d9e99,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl112.jpg,datasets\raw\Cotton\curl_virus\images.jpg,b6e16627c431fb5b7660f67d69e84ac5bacb973d9cd7134bbacf10825bf067cc,b6e16627c431fb5b7660f67d69e84ac5bacb973d9cd7134bbacf10825bf067cc,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl113.jpg,datasets\raw\Cotton\curl_virus\images.jpg,a18459711dae1dd32cd84c530574ebdca8f13b7a0b90d1fd55aee3c0be0d9e99,b6e16627c431fb5b7660f67d69e84ac5bacb973d9cd7134bbacf10825bf067cc,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl103.jpg,datasets\raw\Cotton\curl_virus\curl105.jpg,e9a1664cd5c2fccbe501f0f7d083483bdf64abad0e5ea6dca28a88e2224e2df4,e9a1664cd5c2fccbe501f0f7d083483bdf64abad0e5ea6dca28a88e2224e2df4,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl104.jpg,datasets\raw\Cotton\curl_virus\curl108.jpg,c3c0e0cd75fbaf12c9dad7d1a06e76b22666eadec6b4d170f3b5806b7516b12e,23dd12c11196df76b081a8ad8a6043278993585c56d6e6012c17c8175597b793,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl114.jpg,datasets\raw\Cotton\curl_virus\curl118.jpg,a0c6285f4c400e7885eb07c50deb6aa80f4ccafb83191ab7bd5fa52ae6ac3e0f,a0c6285f4c400e7885eb07c50deb6aa80f4ccafb83191ab7bd5fa52ae6ac3e0f,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl110.jpg,datasets\raw\Cotton\curl_virus\curl115.jpg,6cf90f876cd2626dc793b48066b0dc7efc3030de196b0193c4cbc68d8aa1e735,27d07a864d5e9ff8042d108f4cf03bed0b407046bdc266dd16e8b9839336b29e,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl110.jpg,datasets\raw\Cotton\curl_virus\curl117.jpg,6cf90f876cd2626dc793b48066b0dc7efc3030de196b0193c4cbc68d8aa1e735,27d07a864d5e9ff8042d108f4cf03bed0b407046bdc266dd16e8b9839336b29e,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl115.jpg,datasets\raw\Cotton\curl_virus\curl117.jpg,27d07a864d5e9ff8042d108f4cf03bed0b407046bdc266dd16e8b9839336b29e,27d07a864d5e9ff8042d108f4cf03bed0b407046bdc266dd16e8b9839336b29e,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl121.jpg,datasets\raw\Cotton\curl_virus\curl122.jpg,3624647f6e411d1083c14f4a254dcd68e0ae168109439ad9e3e242cb5a696017,dafd81a2c4d69d565ed995edca5fe185987cd62a146ec4d5a45024c54c73e63e,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl121.jpg,datasets\raw\Cotton\curl_virus\curl127.jpg,3624647f6e411d1083c14f4a254dcd68e0ae168109439ad9e3e242cb5a696017,3f587caaef1726cf37a58b7c8a379679455088548e9d00cc91dffb114182bde7,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl121.jpg,datasets\raw\Cotton\curl_virus\curl131.jpg,3624647f6e411d1083c14f4a254dcd68e0ae168109439ad9e3e242cb5a696017,3f587caaef1726cf37a58b7c8a379679455088548e9d00cc91dffb114182bde7,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl122.jpg,datasets\raw\Cotton\curl_virus\curl127.jpg,dafd81a2c4d69d565ed995edca5fe185987cd62a146ec4d5a45024c54c73e63e,3f587caaef1726cf37a58b7c8a379679455088548e9d00cc91dffb114182bde7,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl122.jpg,datasets\raw\Cotton\curl_virus\curl131.jpg,dafd81a2c4d69d565ed995edca5fe185987cd62a146ec4d5a45024c54c73e63e,3f587caaef1726cf37a58b7c8a379679455088548e9d00cc91dffb114182bde7,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl127.jpg,datasets\raw\Cotton\curl_virus\curl131.jpg,3f587caaef1726cf37a58b7c8a379679455088548e9d00cc91dffb114182bde7,3f587caaef1726cf37a58b7c8a379679455088548e9d00cc91dffb114182bde7,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl124.jpg,datasets\raw\Cotton\curl_virus\curl129.jpg,17637f7d6d7a99b439abaa3172389e2b9e3ede2aaa45fc5d7bc1d853b1d6fbaa,73acd80034e086a5f7691ae94e6cc218961cbdeb34240c42fce8eb3768888d2d,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl125.jpg,datasets\raw\Cotton\curl_virus\curl126.jpg,2e25bab11951538e2e2b2ebe1f0e4b6ee3ca1b0b88cd5d92835d67c9dd0b9121,169a1246b6147424921ad54cd50f1b2131d800b523830b3ab2318664d838554f,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl125.jpg,datasets\raw\Cotton\curl_virus\curl130.jpg,2e25bab11951538e2e2b2ebe1f0e4b6ee3ca1b0b88cd5d92835d67c9dd0b9121,169a1246b6147424921ad54cd50f1b2131d800b523830b3ab2318664d838554f,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl126.jpg,datasets\raw\Cotton\curl_virus\curl130.jpg,169a1246b6147424921ad54cd50f1b2131d800b523830b3ab2318664d838554f,169a1246b6147424921ad54cd50f1b2131d800b523830b3ab2318664d838554f,YES,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl132.jpg,datasets\raw\Cotton\curl_virus\curl138.jpg,3078bdee26193d61a258e19033cea25bcd0802b1b238979c80c01f510bf4ef86,5420cd1b94d985c7cc0049fbcf2219604ee346c083d462ff0d116cab00ebb01e,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl133.jpg,datasets\raw\Cotton\curl_virus\curl134.jpg,a69490d8361ef933dadb6b186621b30a06ef913f1d3f85a3f18940c8b5664886,5449c8ae6c867a53daae667f2417054e17ba0c3ce4446b4d04c182ad3c559889,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl137.jpg,datasets\raw\Cotton\curl_virus\curl6.jpg,80d8c1caec2ab51e7f3d0f98a6cdb4b7f0729db46ae5fc41cc98046bece44872,022919bd39e4d063497052788c9ef507570cbc6117308d46fc6fcc1b258db7f2,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
0,datasets\raw\Cotton\curl_virus\curl139.jpg,datasets\raw\Cotton\curl_virus\curl144.jpg,a01dfbc618061093cfc790712fb1906d3a44b44bc25c95a1f7d0bbef2d5e59e6,ddbb51360d795fa5a33e40ce4488a0570d6ebd4ea1b8541b505d67cbead7cf4e,NO,Cotton,Cotton,Main,Main,Cotton,Cotton
