distance,image_a,image_b,crop_a,crop_b,dataset_a,dataset_b,review_priority
0,datasets\raw\Cotton\curl_virus\curl363.jpg,datasets\raw\Cotton\curl_virus\curl367.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\curl_virus\curl363.jpg,datasets\raw\Cotton\curl_virus\curl42.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\curl_virus\curl367.jpg,datasets\raw\Cotton\curl_virus\curl42.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\curl_virus\curl364.jpg,datasets\raw\Cotton\curl_virus\curl368.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\curl_virus\curl365.jpg,datasets\raw\Cotton\curl_virus\curl369.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\curl_virus\curl375.jpg,datasets\raw\Cotton\curl_virus\curl47.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\curl_virus\curl376.jpg,datasets\raw\Cotton\curl_virus\curl57.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\curl_virus\curl397.jpg,datasets\raw\Cotton\curl_virus\curl401.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\curl_virus\curl398.jpg,datasets\raw\Cotton\curl_virus\curl402.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\curl_virus\curl421.jpg,datasets\raw\Cotton\curl_virus\images (2).jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\curl_virus\curl43.png,datasets\raw\Cotton\curl_virus\curl50.png,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\curl_virus\curl73.jpg,datasets\raw\Cotton\curl_virus\curl78.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\curl_virus\curl74.jpg,datasets\raw\Cotton\curl_virus\curl77.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\curl_virus\curl79.jpg,datasets\raw\Cotton\curl_virus\curl84.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\curl_virus\curl79.jpg,datasets\raw\Cotton\curl_virus\curl90.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\curl_virus\curl84.jpg,datasets\raw\Cotton\curl_virus\curl90.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\curl_virus\curl80.jpg,datasets\raw\Cotton\curl_virus\curl85.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\curl_virus\curl83.jpg,datasets\raw\Cotton\curl_virus\curl89.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done.jpg,datasets\raw\Cotton\fussarium_wilt\fus9.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done.jpg,datasets\raw\Cotton\fussarium_wilt\unnamed.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus9.jpg,datasets\raw\Cotton\fussarium_wilt\unnamed.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done1.jpg,datasets\raw\Cotton\fussarium_wilt\fus16.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done1.jpg,datasets\raw\Cotton\fussarium_wilt\fus20.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done1.jpg,datasets\raw\Cotton\fussarium_wilt\fus24.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus16.jpg,datasets\raw\Cotton\fussarium_wilt\fus20.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus16.jpg,datasets\raw\Cotton\fussarium_wilt\fus24.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus20.jpg,datasets\raw\Cotton\fussarium_wilt\fus24.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done10.jpg,datasets\raw\Cotton\fussarium_wilt\fus84.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done11.jpg,datasets\raw\Cotton\fussarium_wilt\fus116.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done12.jpg,datasets\raw\Cotton\fussarium_wilt\fus120.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done12.jpg,datasets\raw\Cotton\fussarium_wilt\fus_oxy_plant.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus120.jpg,datasets\raw\Cotton\fussarium_wilt\fus_oxy_plant.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done13.jpg,datasets\raw\Cotton\fussarium_wilt\fus128.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done14.jpg,datasets\raw\Cotton\fussarium_wilt\fus136.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done15.png,datasets\raw\Cotton\fussarium_wilt\fus144.png,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done16.jpg,datasets\raw\Cotton\fussarium_wilt\fus153.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done17.jpg,datasets\raw\Cotton\fussarium_wilt\fus159.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done17.jpg,datasets\raw\Cotton\fussarium_wilt\images.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus159.jpg,datasets\raw\Cotton\fussarium_wilt\images.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done18.jpg,datasets\raw\Cotton\fussarium_wilt\fus167.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done19.jpg,datasets\raw\Cotton\fussarium_wilt\fus175.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done19.jpg,datasets\raw\Cotton\fussarium_wilt\fus179.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus175.jpg,datasets\raw\Cotton\fussarium_wilt\fus179.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done20.jpg,datasets\raw\Cotton\fussarium_wilt\fus198.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done20.jpg,datasets\raw\Cotton\fussarium_wilt\fus202.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus198.jpg,datasets\raw\Cotton\fussarium_wilt\fus202.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done21.jpg,datasets\raw\Cotton\fussarium_wilt\FOV4-leaf-symptoms-courtesy-UC-Davis_468x351.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done23.png,datasets\raw\Cotton\fussarium_wilt\Figure-2B.png,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done5.jpg,datasets\raw\Cotton\fussarium_wilt\fus33.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done6.jpg,datasets\raw\Cotton\fussarium_wilt\fus41.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done8 (2).jpg,datasets\raw\Cotton\fussarium_wilt\fus64.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done8.jpg,datasets\raw\Cotton\fussarium_wilt\fus57.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done9.jpg,datasets\raw\Cotton\fussarium_wilt\fus72.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\done9.jpg,datasets\raw\Cotton\fussarium_wilt\fus76.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus72.jpg,datasets\raw\Cotton\fussarium_wilt\fus76.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\Figure-2A.png,datasets\raw\Cotton\fussarium_wilt\fus222.png,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\foliar-damage-from-fusarium-oxysporum.png,datasets\raw\Cotton\fussarium_wilt\fus346.png,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus10.jpg,datasets\raw\Cotton\fussarium_wilt\fus13.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus101.jpg,datasets\raw\Cotton\fussarium_wilt\fus105.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus103.jpg,datasets\raw\Cotton\fussarium_wilt\fus107.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus11.jpg,datasets\raw\Cotton\fussarium_wilt\fus14.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus145.png,datasets\raw\Cotton\fussarium_wilt\fus149.png,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus15.jpg,datasets\raw\Cotton\fussarium_wilt\susariumwilt.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus151.jpg,datasets\raw\Cotton\fussarium_wilt\fus155.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus176.jpg,datasets\raw\Cotton\fussarium_wilt\fus180.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus177.jpg,datasets\raw\Cotton\fussarium_wilt\fus181.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus178.jpg,datasets\raw\Cotton\fussarium_wilt\fus182.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus18.jpg,datasets\raw\Cotton\fussarium_wilt\fus22.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus19.jpg,datasets\raw\Cotton\fussarium_wilt\fus23.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus199.jpg,datasets\raw\Cotton\fussarium_wilt\fus203.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus200.jpg,datasets\raw\Cotton\fussarium_wilt\fus204.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus201.jpg,datasets\raw\Cotton\fussarium_wilt\fus205.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus227.png,datasets\raw\Cotton\fussarium_wilt\fus231.png,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus230.png,datasets\raw\Cotton\fussarium_wilt\fus234.png,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus237.jpg,datasets\raw\Cotton\fussarium_wilt\fus241.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus25.jpg,datasets\raw\Cotton\fussarium_wilt\fus29.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus255.jpg,datasets\raw\Cotton\fussarium_wilt\fus259.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus26.jpg,datasets\raw\Cotton\fussarium_wilt\fus30.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus27.jpg,datasets\raw\Cotton\fussarium_wilt\fus31.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus271.jpg,datasets\raw\Cotton\fussarium_wilt\fus275.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus272.jpg,datasets\raw\Cotton\fussarium_wilt\fus276.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus274.jpg,datasets\raw\Cotton\fussarium_wilt\fus278.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus299.jpg,datasets\raw\Cotton\fussarium_wilt\fus300.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus309.JPG,datasets\raw\Cotton\fussarium_wilt\fus310.JPG,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus309.JPG,datasets\raw\Cotton\fussarium_wilt\fus314.JPG,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus310.JPG,datasets\raw\Cotton\fussarium_wilt\fus314.JPG,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus311.JPG,datasets\raw\Cotton\fussarium_wilt\fus315.JPG,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus312.JPG,datasets\raw\Cotton\fussarium_wilt\fus316.JPG,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus318.jpg,datasets\raw\Cotton\fussarium_wilt\fus322.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus334.jpg,datasets\raw\Cotton\fussarium_wilt\fus338.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus335.jpg,datasets\raw\Cotton\fussarium_wilt\fus339.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus336.jpg,datasets\raw\Cotton\fussarium_wilt\fus340.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus337.jpg,datasets\raw\Cotton\fussarium_wilt\fus341.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus374.jpg,datasets\raw\Cotton\fussarium_wilt\fus378.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus375.jpg,datasets\raw\Cotton\fussarium_wilt\fus379.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus376.jpg,datasets\raw\Cotton\fussarium_wilt\fus380.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus377.jpg,datasets\raw\Cotton\fussarium_wilt\fus381.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus382.jpg,datasets\raw\Cotton\fussarium_wilt\fus383.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus44.jpg,datasets\raw\Cotton\fussarium_wilt\fus48.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus65.jpg,datasets\raw\Cotton\fussarium_wilt\fus69.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus66.jpg,datasets\raw\Cotton\fussarium_wilt\fus70.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus67.jpg,datasets\raw\Cotton\fussarium_wilt\fus71.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\fussarium_wilt\fus75.jpg,datasets\raw\Cotton\fussarium_wilt\fus79.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\555.jpg,datasets\raw\Cotton\healthy\h484.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h100.jpg,datasets\raw\Cotton\healthy\h101.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h100.jpg,datasets\raw\Cotton\healthy\h102.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h100.jpg,datasets\raw\Cotton\healthy\h99.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h101.jpg,datasets\raw\Cotton\healthy\h102.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h101.jpg,datasets\raw\Cotton\healthy\h99.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h102.jpg,datasets\raw\Cotton\healthy\h99.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h103.jpg,datasets\raw\Cotton\healthy\h104.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h103.jpg,datasets\raw\Cotton\healthy\h105.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h104.jpg,datasets\raw\Cotton\healthy\h105.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h106.jpg,datasets\raw\Cotton\healthy\h107.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h106.jpg,datasets\raw\Cotton\healthy\h108.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h106.jpg,datasets\raw\Cotton\healthy\h109.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h107.jpg,datasets\raw\Cotton\healthy\h108.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h107.jpg,datasets\raw\Cotton\healthy\h109.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h108.jpg,datasets\raw\Cotton\healthy\h109.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h111.jpg,datasets\raw\Cotton\healthy\h112.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h111.jpg,datasets\raw\Cotton\healthy\h113.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h112.jpg,datasets\raw\Cotton\healthy\h113.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h114.jpg,datasets\raw\Cotton\healthy\h309.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h115.jpg,datasets\raw\Cotton\healthy\h116.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h115.jpg,datasets\raw\Cotton\healthy\h118.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h115.jpg,datasets\raw\Cotton\healthy\h120.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h116.jpg,datasets\raw\Cotton\healthy\h118.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h116.jpg,datasets\raw\Cotton\healthy\h120.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h118.jpg,datasets\raw\Cotton\healthy\h120.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h125.jpg,datasets\raw\Cotton\healthy\h129.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h125.jpg,datasets\raw\Cotton\healthy\h130.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h129.jpg,datasets\raw\Cotton\healthy\h130.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h126.jpg,datasets\raw\Cotton\healthy\h127.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h126.jpg,datasets\raw\Cotton\healthy\h128.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h126.jpg,datasets\raw\Cotton\healthy\h310.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h127.jpg,datasets\raw\Cotton\healthy\h128.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h127.jpg,datasets\raw\Cotton\healthy\h310.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h128.jpg,datasets\raw\Cotton\healthy\h310.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h133.jpg,datasets\raw\Cotton\healthy\h134.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h133.jpg,datasets\raw\Cotton\healthy\h135.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h134.jpg,datasets\raw\Cotton\healthy\h135.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h136.jpg,datasets\raw\Cotton\healthy\h137.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h136.jpg,datasets\raw\Cotton\healthy\h140.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h137.jpg,datasets\raw\Cotton\healthy\h140.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h138.jpg,datasets\raw\Cotton\healthy\h139.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h141.jpg,datasets\raw\Cotton\healthy\h142.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h141.jpg,datasets\raw\Cotton\healthy\h145.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h142.jpg,datasets\raw\Cotton\healthy\h145.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h143.jpg,datasets\raw\Cotton\healthy\h144.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h143.jpg,datasets\raw\Cotton\healthy\h146.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h143.jpg,datasets\raw\Cotton\healthy\h147.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h143.jpg,datasets\raw\Cotton\healthy\h155.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h144.jpg,datasets\raw\Cotton\healthy\h146.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h144.jpg,datasets\raw\Cotton\healthy\h147.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h144.jpg,datasets\raw\Cotton\healthy\h155.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h146.jpg,datasets\raw\Cotton\healthy\h147.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h146.jpg,datasets\raw\Cotton\healthy\h155.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h147.jpg,datasets\raw\Cotton\healthy\h155.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h152.jpg,datasets\raw\Cotton\healthy\h153.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h152.jpg,datasets\raw\Cotton\healthy\h154.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h153.jpg,datasets\raw\Cotton\healthy\h154.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h156.jpg,datasets\raw\Cotton\healthy\h157.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h156.jpg,datasets\raw\Cotton\healthy\h158.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h157.jpg,datasets\raw\Cotton\healthy\h158.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h159.jpg,datasets\raw\Cotton\healthy\h161.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h159.jpg,datasets\raw\Cotton\healthy\h162.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h159.jpg,datasets\raw\Cotton\healthy\h163.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h159.jpg,datasets\raw\Cotton\healthy\h164.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h159.jpg,datasets\raw\Cotton\healthy\h165.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h159.jpg,datasets\raw\Cotton\healthy\h166.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h159.jpg,datasets\raw\Cotton\healthy\h170.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h161.jpg,datasets\raw\Cotton\healthy\h162.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h161.jpg,datasets\raw\Cotton\healthy\h163.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h161.jpg,datasets\raw\Cotton\healthy\h164.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h161.jpg,datasets\raw\Cotton\healthy\h165.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h161.jpg,datasets\raw\Cotton\healthy\h166.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h161.jpg,datasets\raw\Cotton\healthy\h170.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h162.jpg,datasets\raw\Cotton\healthy\h163.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h162.jpg,datasets\raw\Cotton\healthy\h164.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h162.jpg,datasets\raw\Cotton\healthy\h165.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h162.jpg,datasets\raw\Cotton\healthy\h166.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h162.jpg,datasets\raw\Cotton\healthy\h170.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h163.jpg,datasets\raw\Cotton\healthy\h164.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h163.jpg,datasets\raw\Cotton\healthy\h165.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h163.jpg,datasets\raw\Cotton\healthy\h166.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h163.jpg,datasets\raw\Cotton\healthy\h170.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h164.jpg,datasets\raw\Cotton\healthy\h165.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h164.jpg,datasets\raw\Cotton\healthy\h166.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h164.jpg,datasets\raw\Cotton\healthy\h170.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h165.jpg,datasets\raw\Cotton\healthy\h166.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h165.jpg,datasets\raw\Cotton\healthy\h170.jpg,Cotton,Cotton,other,other,HIGH
