distance,image_a,image_b,crop_a,crop_b,dataset_a,dataset_b,review_priority
0,datasets\raw\Cotton\healthy\h373.jpg,datasets\raw\Cotton\healthy\h375.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h374.jpg,datasets\raw\Cotton\healthy\h375.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h378.png,datasets\raw\Cotton\healthy\h484.png,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h379.jpg,datasets\raw\Cotton\healthy\h390.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h379.jpg,datasets\raw\Cotton\healthy\h488.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h379.jpg,datasets\raw\Cotton\healthy\h499.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h390.jpg,datasets\raw\Cotton\healthy\h488.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h390.jpg,datasets\raw\Cotton\healthy\h499.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h488.jpg,datasets\raw\Cotton\healthy\h499.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h383.jpg,datasets\raw\Cotton\healthy\h384.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h383.jpg,datasets\raw\Cotton\healthy\h386.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h383.jpg,datasets\raw\Cotton\healthy\h389.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h384.jpg,datasets\raw\Cotton\healthy\h386.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h384.jpg,datasets\raw\Cotton\healthy\h389.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h386.jpg,datasets\raw\Cotton\healthy\h389.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h387.jpg,datasets\raw\Cotton\healthy\h466.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h387.jpg,datasets\raw\Cotton\healthy\h467.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h466.jpg,datasets\raw\Cotton\healthy\h467.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h39.jpg,datasets\raw\Cotton\healthy\h40.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h39.jpg,datasets\raw\Cotton\healthy\h41.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h39.jpg,datasets\raw\Cotton\healthy\h42.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h40.jpg,datasets\raw\Cotton\healthy\h41.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h40.jpg,datasets\raw\Cotton\healthy\h42.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h41.jpg,datasets\raw\Cotton\healthy\h42.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h391.jpg,datasets\raw\Cotton\healthy\h392.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h391.jpg,datasets\raw\Cotton\healthy\h416.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h391.jpg,datasets\raw\Cotton\healthy\h418.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h391.jpg,datasets\raw\Cotton\healthy\h419.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h392.jpg,datasets\raw\Cotton\healthy\h416.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h392.jpg,datasets\raw\Cotton\healthy\h418.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h392.jpg,datasets\raw\Cotton\healthy\h419.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h416.jpg,datasets\raw\Cotton\healthy\h418.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h416.jpg,datasets\raw\Cotton\healthy\h419.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h418.jpg,datasets\raw\Cotton\healthy\h419.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h420.jpg,datasets\raw\Cotton\healthy\h424.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h420.jpg,datasets\raw\Cotton\healthy\h425.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h424.jpg,datasets\raw\Cotton\healthy\h425.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h421.jpg,datasets\raw\Cotton\healthy\h422.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h421.jpg,datasets\raw\Cotton\healthy\h423.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h422.jpg,datasets\raw\Cotton\healthy\h423.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h43.jpg,datasets\raw\Cotton\healthy\h44.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h43.jpg,datasets\raw\Cotton\healthy\h45.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h43.jpg,datasets\raw\Cotton\healthy\h46.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h44.jpg,datasets\raw\Cotton\healthy\h45.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h44.jpg,datasets\raw\Cotton\healthy\h46.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h45.jpg,datasets\raw\Cotton\healthy\h46.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h444.jpg,datasets\raw\Cotton\healthy\h447.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h444.jpg,datasets\raw\Cotton\healthy\h469.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h444.jpg,datasets\raw\Cotton\healthy\h477.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h444.jpg,datasets\raw\Cotton\healthy\h497.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h447.jpg,datasets\raw\Cotton\healthy\h469.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h447.jpg,datasets\raw\Cotton\healthy\h477.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h447.jpg,datasets\raw\Cotton\healthy\h497.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h469.jpg,datasets\raw\Cotton\healthy\h477.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h469.jpg,datasets\raw\Cotton\healthy\h497.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h477.jpg,datasets\raw\Cotton\healthy\h497.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h47.jpg,datasets\raw\Cotton\healthy\h48.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h47.jpg,datasets\raw\Cotton\healthy\h49.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h47.jpg,datasets\raw\Cotton\healthy\h50.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h47.jpg,datasets\raw\Cotton\healthy\h51.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h48.jpg,datasets\raw\Cotton\healthy\h49.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h48.jpg,datasets\raw\Cotton\healthy\h50.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h48.jpg,datasets\raw\Cotton\healthy\h51.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h49.jpg,datasets\raw\Cotton\healthy\h50.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h49.jpg,datasets\raw\Cotton\healthy\h51.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h50.jpg,datasets\raw\Cotton\healthy\h51.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h52.jpg,datasets\raw\Cotton\healthy\h53.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h54.jpg,datasets\raw\Cotton\healthy\h55.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h54.jpg,datasets\raw\Cotton\healthy\h56.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h54.jpg,datasets\raw\Cotton\healthy\h57.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h54.jpg,datasets\raw\Cotton\healthy\h58.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h55.jpg,datasets\raw\Cotton\healthy\h56.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h55.jpg,datasets\raw\Cotton\healthy\h57.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h55.jpg,datasets\raw\Cotton\healthy\h58.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h56.jpg,datasets\raw\Cotton\healthy\h57.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h56.jpg,datasets\raw\Cotton\healthy\h58.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h57.jpg,datasets\raw\Cotton\healthy\h58.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h59.jpg,datasets\raw\Cotton\healthy\h60.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h59.jpg,datasets\raw\Cotton\healthy\h61.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h59.jpg,datasets\raw\Cotton\healthy\h62.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h60.jpg,datasets\raw\Cotton\healthy\h61.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h60.jpg,datasets\raw\Cotton\healthy\h62.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h61.jpg,datasets\raw\Cotton\healthy\h62.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h63.jpg,datasets\raw\Cotton\healthy\h64.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h63.jpg,datasets\raw\Cotton\healthy\h65.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h63.jpg,datasets\raw\Cotton\healthy\h66.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h64.jpg,datasets\raw\Cotton\healthy\h65.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h64.jpg,datasets\raw\Cotton\healthy\h66.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h65.jpg,datasets\raw\Cotton\healthy\h66.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h67.jpg,datasets\raw\Cotton\healthy\h68.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h67.jpg,datasets\raw\Cotton\healthy\h69.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h67.jpg,datasets\raw\Cotton\healthy\h70.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h67.jpg,datasets\raw\Cotton\healthy\h71.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h67.jpg,datasets\raw\Cotton\healthy\h72.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h67.jpg,datasets\raw\Cotton\healthy\h73.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h68.jpg,datasets\raw\Cotton\healthy\h69.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h68.jpg,datasets\raw\Cotton\healthy\h70.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h68.jpg,datasets\raw\Cotton\healthy\h71.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h68.jpg,datasets\raw\Cotton\healthy\h72.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h68.jpg,datasets\raw\Cotton\healthy\h73.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h69.jpg,datasets\raw\Cotton\healthy\h70.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h69.jpg,datasets\raw\Cotton\healthy\h71.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h69.jpg,datasets\raw\Cotton\healthy\h72.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h69.jpg,datasets\raw\Cotton\healthy\h73.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h70.jpg,datasets\raw\Cotton\healthy\h71.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h70.jpg,datasets\raw\Cotton\healthy\h72.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h70.jpg,datasets\raw\Cotton\healthy\h73.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h71.jpg,datasets\raw\Cotton\healthy\h72.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h71.jpg,datasets\raw\Cotton\healthy\h73.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h72.jpg,datasets\raw\Cotton\healthy\h73.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h74.jpg,datasets\raw\Cotton\healthy\h75.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h74.jpg,datasets\raw\Cotton\healthy\h76.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h75.jpg,datasets\raw\Cotton\healthy\h76.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h78.jpg,datasets\raw\Cotton\healthy\h79.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h78.jpg,datasets\raw\Cotton\healthy\h80.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h79.jpg,datasets\raw\Cotton\healthy\h80.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h81.jpg,datasets\raw\Cotton\healthy\h82.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h81.jpg,datasets\raw\Cotton\healthy\h83.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h81.jpg,datasets\raw\Cotton\healthy\h85.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h82.jpg,datasets\raw\Cotton\healthy\h83.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h82.jpg,datasets\raw\Cotton\healthy\h85.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h83.jpg,datasets\raw\Cotton\healthy\h85.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h84.jpg,datasets\raw\Cotton\healthy\h86.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h84.jpg,datasets\raw\Cotton\healthy\h87.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h86.jpg,datasets\raw\Cotton\healthy\h87.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h88.jpg,datasets\raw\Cotton\healthy\h89.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h88.jpg,datasets\raw\Cotton\healthy\h90.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h88.jpg,datasets\raw\Cotton\healthy\h91.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h88.jpg,datasets\raw\Cotton\healthy\h95.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h89.jpg,datasets\raw\Cotton\healthy\h90.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h89.jpg,datasets\raw\Cotton\healthy\h91.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h89.jpg,datasets\raw\Cotton\healthy\h95.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h90.jpg,datasets\raw\Cotton\healthy\h91.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h90.jpg,datasets\raw\Cotton\healthy\h95.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h91.jpg,datasets\raw\Cotton\healthy\h95.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h92.jpg,datasets\raw\Cotton\healthy\h96.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h92.jpg,datasets\raw\Cotton\healthy\h97.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h92.jpg,datasets\raw\Cotton\healthy\h98.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h96.jpg,datasets\raw\Cotton\healthy\h97.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h96.jpg,datasets\raw\Cotton\healthy\h98.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Cotton\healthy\h97.jpg,datasets\raw\Cotton\healthy\h98.jpg,Cotton,Cotton,other,other,HIGH
0,datasets\raw\Mango\Anthracnose\20211011_170706 (Custom).jpg,datasets\raw\Mango\Anthracnose\20211011_170706 - Copy - Copy - Copy (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Anthracnose\20211011_170708 (Custom).jpg,datasets\raw\Mango\Anthracnose\20211011_170708 - Copy - Copy - Copy (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Anthracnose\20211011_170709 (Custom).jpg,datasets\raw\Mango\Anthracnose\20211011_170709 - Copy - Copy - Copy (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Anthracnose\20211011_170712 (Custom).jpg,datasets\raw\Mango\Anthracnose\20211011_170712 - Copy - Copy - Copy (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Anthracnose\20211011_170714 (Custom).jpg,datasets\raw\Mango\Anthracnose\20211011_170714 - Copy - Copy - Copy (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Anthracnose\20211011_170717 (Custom).jpg,datasets\raw\Mango\Anthracnose\20211011_170717 - Copy - Copy - Copy (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Anthracnose\20211011_171141 (Custom).jpg,datasets\raw\Mango\Anthracnose\20211011_171141 - Copy - Copy - Copy (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Anthracnose\IMG_20211011_140304 (Custom).jpg,datasets\raw\Mango\Anthracnose\IMG_20211011_140304 - Copy (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Anthracnose\IMG_20211011_140539 (Custom).jpg,datasets\raw\Mango\Anthracnose\IMG_20211011_140539 - Copy (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Anthracnose\IMG_20211011_140557 (Custom).jpg,datasets\raw\Mango\Anthracnose\IMG_20211011_140557 - Copy (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Anthracnose\IMG_20211011_140624 (Custom).jpg,datasets\raw\Mango\Anthracnose\IMG_20211011_140624 - Copy (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Anthracnose\IMG_20211011_153429 (Custom).jpg,datasets\raw\Mango\Anthracnose\IMG_20211011_153429 - Copy - Copy (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Anthracnose\IMG_20211011_153557 (Custom).jpg,datasets\raw\Mango\Anthracnose\IMG_20211011_153557 - Copy (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Anthracnose\IMG_20211011_153604 (Custom).jpg,datasets\raw\Mango\Anthracnose\IMG_20211011_153604 - Copy (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Bacterial Canker\IMG_20211106_134420 (Custom).jpg,datasets\raw\Mango\Bacterial Canker\IMG_20211106_134420_1 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Bacterial Canker\IMG_20211106_135958 (Custom).jpg,datasets\raw\Mango\Bacterial Canker\IMG_20211106_135958_1 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_162153 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_162153 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Bacterial Canker\IMG_20211106_142847 (Custom).jpg,datasets\raw\Mango\Bacterial Canker\IMG_20211106_142847_1 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_131101 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_131101 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_131104 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_131104 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_131115 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_131115 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_140216 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_140216 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_140220 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_140220 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_160612 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_160612 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_160614 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_160614 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_160618 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_160618 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_160625 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_160625 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_160708 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_160708 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_160821 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_160821 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_160831 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_160831 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_160835 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_160835 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_160852 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_160852 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_160853 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_160853 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_160903(0) (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_160903(0) (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_160904 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_160904 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_160914 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_160914 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_160915 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_160915 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_160933 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_160933 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_160942 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_160942 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_161126 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_161126 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_161127 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_161127 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_161128 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_161128 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_161135 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_161135 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_161140 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_161140 (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_161140(0) (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_161140(0) (Custom).jpg,Mango,Mango,other,other,HIGH
0,datasets\raw\Mango\Cutting Weevil\20211011_161141 (Custom) (Custom).jpg,datasets\raw\Mango\Cutting Weevil\20211011_161141 (Custom).jpg,Mango,Mango,other,other,HIGH
